unidad_academica,id_estudiante,carrera,regular,cnt_readmisiones,calidad,anio_plan_estudios,fecha_ingreso,total_actividades
ESCINFO,ESCINFO-1173,PE,N,1.0,A,2020,05/07/2020,15
ESCINFO,ESCINFO-7270,PE,S,0.0,A,2020,05/07/2020,15
ESCINFO,ESCINFO-7272,PE,S,0.0,A,2020,05/07/2020,15
ESCINFO,ESCINFO-5606,PE,S,1.0,A,2020,05/07/2020,15
ESCINFO,ESCINFO-5778,PB,S,2.0,P,2017,04/12/2020,25
ESCINFO,ESCINFO-1711,PB,S,2.0,A,2017,19/02/2018,25
ESCINFO,ESCINFO-5172,PC,S,2.0,P,2019,12/01/2020,28
ESCINFO,ESCINFO-4621,PD,S,0.0,A,2019,13/04/2020,40
ESCINFO,ESCINFO-5339,PC,N,1.0,P,2019,12/11/2020,28
ESCINFO,ESCINFO-5701,PC,S,0.0,A,2019,02/01/2020,28
ESCINFO,ESCINFO-4275,PA,N,1.0,P,2015,04/05/2020,30
ESCINFO,ESCINFO-5348,PA,N,0.0,A,2015,23/04/2020,30
ESCINFO,ESCINFO-4682,PA,S,2.0,A,2015,24/04/2020,30
ESCINFO,ESCINFO-7274,PE,N,0.0,P,2020,06/08/2020,15
ESCINFO,ESCINFO-5776,PA,N,2.0,P,2015,30/03/2020,30
ESCINFO,ESCINFO-7276,PA,S,1.0,A,2015,07/03/2020,30
ESCINFO,ESCINFO-6320,PE,N,1.0,P,2020,31/08/2020,15
ESCINFO,ESCINFO-2941,PA,S,2.0,A,2015,25/02/2018,30
ESCINFO,ESCINFO-5060,PD,S,1.0,A,2019,09/03/2020,40
ESCINFO,ESCINFO-7279,PD,N,1.0,P,2019,11/04/2020,40
ESCINFO,ESCINFO-1488,PD,S,0.0,P,2019,10/08/2020,40
ESCINFO,ESCINFO-3684,PB,S,0.0,A,2017,18/12/2018,25
ESCINFO,ESCINFO-8109,PD,N,2.0,P,2019,17/02/2020,40
ESCINFO,ESCINFO-8110,PD,S,1.0,P,2019,18/02/2020,40
ESCINFO,ESCINFO-7021,PA,N,0.0,P,2015,22/02/2020,30
ESCINFO,ESCINFO-8115,PB,S,0.0,A,2017,23/02/2020,25
ESCINFO,ESCINFO-1568,PE,N,0.0,P,2020,24/02/2020,15
ESCINFO,ESCINFO-6418,PC,N,1.0,A,2019,25/02/2020,28
ESCINFO,ESCINFO-4446,PE,N,2.0,P,2020,25/02/2020,15
ESCINFO,ESCINFO-8120,PA,S,1.0,A,2015,25/02/2020,30
ESCINFO,ESCINFO-4497,PA,S,2.0,A,2015,25/02/2020,30
ESCINFO,ESCINFO-6585,PE,S,1.0,A,2020,25/02/2020,15
ESCINFO,ESCINFO-3379,PA,N,1.0,A,2015,26/02/2020,30
ESCINFO,ESCINFO-1605,PE,N,2.0,P,2020,26/02/2020,15
ESCINFO,ESCINFO-6572,PD,S,2.0,P,2019,26/02/2020,40
ESCINFO,ESCINFO-6777,PB,S,1.0,A,2017,03/02/2020,25
ESCINFO,ESCINFO-6050,PA,S,1.0,A,2015,03/03/2020,30
ESCINFO,ESCINFO-7427,PA,N,1.0,A,2015,12/01/2020,30
ESCINFO,ESCINFO-8121,PE,N,1.0,P,2020,03/03/2020,15
ESCINFO,ESCINFO-8122,PC,N,2.0,P,2019,03/03/2020,28
ESCINFO,ESCINFO-4803,PA,N,1.0,P,2015,03/03/2020,30
ESCINFO,ESCINFO-4120,PD,N,1.0,A,2019,03/04/2020,40
ESCINFO,ESCINFO-5847,PB,S,1.0,A,2017,03/04/2020,25
ESCINFO,ESCINFO-8123,PA,S,2.0,P,2015,03/05/2020,30
ESCINFO,ESCINFO-7026,PB,N,1.0,P,2017,03/08/2020,25
ESCINFO,ESCINFO-7048,PD,S,2.0,A,2019,24/02/2020,40
ESCINFO,ESCINFO-6870,PB,S,1.0,A,2017,03/08/2020,25
ESCINFO,ESCINFO-337,PE,N,1.0,A,2020,03/08/2020,15
ESCINFO,ESCINFO-6738,PA,N,1.0,P,2015,16/12/2020,30
ESCINFO,ESCINFO-4906,PE,S,2.0,A,2020,03/09/2020,15
ESCINFO,ESCINFO-8125,PC,N,1.0,A,2019,03/10/2020,28
ESCINFO,ESCINFO-4916,PA,S,2.0,A,2015,03/11/2020,30
ESCINFO,ESCINFO-1758,PE,S,1.0,A,2020,03/11/2020,15
ESCINFO,ESCINFO-8000,PA,S,1.0,P,2015,02/05/2020,30
ESCINFO,ESCINFO-8127,PA,N,2.0,A,2015,03/12/2020,30
ESCINFO,ESCINFO-3365,PB,N,1.0,A,2017,20/02/2018,25
ESCINFO,ESCINFO-8128,PA,N,1.0,P,2015,03/12/2020,30
ESCINFO,ESCINFO-7265,PA,S,0.0,A,2015,02/09/2020,30
ESCINFO,ESCINFO-7125,PA,N,1.0,A,2015,14/12/2020,30
ESCINFO,ESCINFO-8130,PD,N,1.0,P,2019,15/03/2020,40
ESCINFO,ESCINFO-7746,PA,S,1.0,A,2015,14/12/2020,30
ESCINFO,ESCINFO-7793,PA,S,2.0,A,2015,16/12/2020,30
ESCINFO,ESCINFO-7792,PA,S,0.0,A,2015,16/12/2020,30
ESCINFO,ESCINFO-7335,PA,N,1.0,A,2015,25/11/2020,30
ESCINFO,ESCINFO-8132,PA,N,0.0,A,2015,15/03/2020,30
ESCINFO,ESCINFO-8131,PA,S,2.0,A,2015,15/03/2020,30
ESCINFO,ESCINFO-8133,PA,S,0.0,A,2015,15/03/2020,30
ESCINFO,ESCINFO-8074,PA,N,1.0,A,2015,02/10/2020,30
ESCINFO,ESCINFO-5838,PD,S,2.0,A,2019,15/03/2020,40
ESCINFO,ESCINFO-8097,PC,S,2.0,A,2019,02/12/2020,28
ESCINFO,ESCINFO-7803,PA,N,1.0,P,2015,16/12/2020,30
ESCINFO,ESCINFO-7809,PA,S,0.0,A,2015,16/12/2020,30
ESCINFO,ESCINFO-6655,PA,S,0.0,P,2015,16/03/2020,30
ESCINFO,ESCINFO-6702,PE,S,2.0,A,2020,16/03/2020,15
ESCINFO,ESCINFO-8134,PA,N,1.0,A,2015,16/03/2020,30
ESCINFO,ESCINFO-7418,PA,S,2.0,A,2015,12/01/2020,30
ESCINFO,ESCINFO-8135,PA,S,0.0,A,2015,16/03/2020,30
ESCINFO,ESCINFO-4808,PE,S,2.0,P,2020,16/03/2020,15
ESCINFO,ESCINFO-7340,PB,S,2.0,P,2017,25/11/2020,25
ESCINFO,ESCINFO-8009,PD,N,0.0,A,2019,02/05/2020,40
ESCINFO,ESCINFO-8136,PA,S,0.0,A,2015,17/03/2020,30
ESCINFO,ESCINFO-8137,PA,S,1.0,A,2015,17/03/2020,30
ESCINFO,ESCINFO-7701,PA,S,1.0,A,2015,14/12/2020,30
ESCINFO,ESCINFO-7374,PA,S,1.0,P,2015,30/11/2020,30
ESCINFO,ESCINFO-8138,PA,N,1.0,A,2015,18/03/2020,30
ESCINFO,ESCINFO-7609,PD,S,0.0,A,2019,12/09/2020,40
ESCINFO,ESCINFO-7382,PA,N,2.0,P,2015,30/11/2020,30
ESCINFO,ESCINFO-7381,PA,N,0.0,A,2015,30/11/2020,30
ESCINFO,ESCINFO-3993,PE,N,1.0,A,2020,18/03/2020,15
ESCINFO,ESCINFO-1963,PA,N,2.0,P,2015,02/05/2020,30
ESCINFO,ESCINFO-7919,PA,N,2.0,P,2015,02/01/2020,30
ESCINFO,ESCINFO-8001,PA,S,2.0,P,2015,02/05/2020,30
ESCINFO,ESCINFO-7344,PA,S,0.0,P,2015,25/11/2020,30
ESCINFO,ESCINFO-7504,PA,S,0.0,A,2015,12/03/2020,30
ESCINFO,ESCINFO-8139,PA,S,1.0,A,2015,22/03/2020,30
ESCINFO,ESCINFO-7759,PC,S,1.0,A,2019,15/12/2020,28
ESCINFO,ESCINFO-7485,PB,S,1.0,P,2017,12/03/2020,25
ESCINFO,ESCINFO-7365,PD,N,0.0,A,2019,26/11/2020,40
ESCINFO,ESCINFO-7353,PE,N,1.0,P,2020,23/03/2020,15
ESCINFO,ESCINFO-7495,PB,N,1.0,A,2017,23/03/2020,25
ESCINFO,ESCINFO-7984,PB,S,1.0,P,2017,02/04/2020,25
ESCINFO,ESCINFO-7664,PB,N,1.0,A,2017,12/11/2020,25
ESCINFO,ESCINFO-8140,PA,S,2.0,P,2015,23/03/2020,30
ESCINFO,ESCINFO-7771,PA,N,1.0,A,2015,15/12/2020,30
ESCINFO,ESCINFO-7318,PA,N,2.0,A,2015,24/11/2020,30
ESCINFO,ESCINFO-7598,PB,N,1.0,A,2017,12/09/2020,25
ESCINFO,ESCINFO-7829,PD,N,2.0,A,2019,17/12/2020,40
ESCINFO,ESCINFO-7384,PA,N,1.0,A,2015,30/11/2020,30
ESCINFO,ESCINFO-7773,PA,S,1.0,P,2015,16/12/2020,30
ESCINFO,ESCINFO-7932,PA,N,2.0,P,2015,02/02/2020,30
ESCINFO,ESCINFO-7918,PD,S,1.0,P,2019,02/01/2020,40
ESCINFO,ESCINFO-7782,PA,N,2.0,A,2015,16/12/2020,30
ESCINFO,ESCINFO-7373,PA,N,2.0,A,2015,30/11/2020,30
ESCINFO,ESCINFO-7425,PA,N,2.0,A,2015,12/01/2020,30
ESCINFO,ESCINFO-7486,PA,S,0.0,A,2015,12/03/2020,30
ESCINFO,ESCINFO-7062,PA,S,1.0,P,2015,22/12/2020,30
ESCINFO,ESCINFO-7636,PA,S,0.0,A,2015,12/10/2020,30
ESCINFO,ESCINFO-8142,PA,S,2.0,P,2015,25/03/2020,30
ESCINFO,ESCINFO-7547,PC,N,2.0,P,2019,12/04/2020,28
ESCINFO,ESCINFO-8064,PA,S,0.0,A,2015,02/09/2020,30
ESCINFO,ESCINFO-7541,PB,S,0.0,A,2017,12/04/2020,25
ESCINFO,ESCINFO-7628,PA,N,1.0,P,2015,12/10/2020,30
ESCINFO,ESCINFO-7489,PA,S,1.0,A,2015,12/03/2020,30
ESCINFO,ESCINFO-7349,PA,S,0.0,A,2015,25/03/2020,30
ESCINFO,ESCINFO-7461,PC,S,1.0,A,2019,12/02/2020,28
ESCINFO,ESCINFO-7462,PC,N,0.0,P,2019,12/02/2020,28
ESCINFO,ESCINFO-7621,PA,N,1.0,P,2015,12/10/2020,30
ESCINFO,ESCINFO-7429,PC,N,1.0,A,2019,12/01/2020,28
ESCINFO,ESCINFO-7493,PE,N,0.0,A,2020,12/03/2020,15
ESCINFO,ESCINFO-7494,PA,S,1.0,A,2015,12/03/2020,30
ESCINFO,ESCINFO-6946,PA,N,2.0,A,2015,22/12/2020,30
ESCINFO,ESCINFO-8144,PA,N,2.0,P,2015,25/03/2020,30
ESCINFO,ESCINFO-7521,PA,N,2.0,A,2015,12/03/2020,30
ESCINFO,ESCINFO-7552,PE,S,2.0,A,2020,12/04/2020,15
ESCINFO,ESCINFO-7386,PA,S,1.0,A,2015,30/11/2020,30
ESCINFO,ESCINFO-7696,PB,N,2.0,A,2017,14/12/2020,25
ESCINFO,ESCINFO-7689,PA,S,0.0,A,2015,14/12/2020,30
ESCINFO,ESCINFO-7481,PA,N,1.0,P,2015,12/02/2020,30
ESCINFO,ESCINFO-7684,PA,S,1.0,A,2015,14/12/2020,30
ESCINFO,ESCINFO-7463,PB,S,1.0,A,2017,12/02/2020,25
ESCINFO,ESCINFO-7679,PA,S,1.0,A,2015,14/12/2020,30
ESCINFO,ESCINFO-7456,PA,S,0.0,A,2015,12/02/2020,30
ESCINFO,ESCINFO-7501,PA,S,1.0,A,2015,12/03/2020,30
ESCINFO,ESCINFO-7421,PA,N,0.0,P,2015,12/01/2020,30
ESCINFO,ESCINFO-7981,PB,N,1.0,A,2017,02/04/2020,25
ESCINFO,ESCINFO-7378,PA,N,1.0,A,2015,30/11/2020,30
ESCINFO,ESCINFO-7644,PC,S,1.0,A,2019,12/11/2020,28
ESCINFO,ESCINFO-7608,PA,S,0.0,A,2015,12/09/2020,30
ESCINFO,ESCINFO-6251,PA,S,2.0,A,2015,18/12/2020,30
ESCINFO,ESCINFO-7400,PC,N,1.0,P,2019,30/11/2020,28
ESCINFO,ESCINFO-7855,PB,S,0.0,P,2017,17/12/2020,25
ESCINFO,ESCINFO-7721,PA,S,2.0,A,2015,14/12/2020,30
ESCINFO,ESCINFO-8143,PB,N,1.0,A,2017,25/03/2020,25
ESCINFO,ESCINFO-8008,PA,S,0.0,A,2015,02/05/2020,30
ESCINFO,ESCINFO-7618,PB,N,0.0,A,2017,12/09/2020,25
ESCINFO,ESCINFO-7415,PA,S,0.0,A,2015,12/01/2020,30
ESCINFO,ESCINFO-7401,PC,N,2.0,A,2019,30/11/2020,28
ESCINFO,ESCINFO-7413,PA,S,1.0,P,2015,12/01/2020,30
ESCINFO,ESCINFO-7443,PA,S,1.0,A,2015,12/01/2020,30
ESCINFO,ESCINFO-7539,PA,S,1.0,A,2015,12/04/2020,30
ESCINFO,ESCINFO-5923,PE,N,1.0,A,2020,22/03/2020,15
ESCINFO,ESCINFO-7637,PA,S,1.0,A,2015,12/11/2020,30
ESCINFO,ESCINFO-7066,PA,S,1.0,A,2015,29/03/2020,30
ESCINFO,ESCINFO-7685,PA,N,2.0,A,2015,14/12/2020,30
ESCINFO,ESCINFO-8076,PA,N,1.0,A,2015,02/10/2020,30
ESCINFO,ESCINFO-7367,PA,S,1.0,A,2015,26/11/2020,30
ESCINFO,ESCINFO-7909,PA,S,1.0,A,2015,02/01/2020,30
ESCINFO,ESCINFO-7397,PA,N,0.0,A,2015,30/11/2020,30
ESCINFO,ESCINFO-7581,PA,N,0.0,A,2015,12/07/2020,30
ESCINFO,ESCINFO-7761,PA,S,2.0,P,2015,15/12/2020,30
ESCINFO,ESCINFO-7487,PA,S,1.0,A,2015,12/03/2020,30
ESCINFO,ESCINFO-8147,PD,N,0.0,A,2019,29/03/2020,40
ESCINFO,ESCINFO-7952,PA,S,1.0,A,2015,02/03/2020,30
ESCINFO,ESCINFO-7937,PA,S,1.0,P,2015,02/02/2020,30
ESCINFO,ESCINFO-7655,PE,S,1.0,A,2020,12/11/2020,15
ESCINFO,ESCINFO-7407,PA,S,2.0,A,2015,26/03/2020,30
ESCINFO,ESCINFO-3326,PA,S,0.0,A,2015,29/03/2020,30
ESCINFO,ESCINFO-7372,PA,N,1.0,P,2015,29/03/2020,30
ESCINFO,ESCINFO-7553,PE,S,2.0,A,2020,12/04/2020,15
ESCINFO,ESCINFO-7326,PC,S,0.0,A,2019,25/11/2020,28
ESCINFO,ESCINFO-8148,PA,N,1.0,A,2015,29/03/2020,30
ESCINFO,ESCINFO-7717,PA,N,1.0,P,2015,14/12/2020,30
ESCINFO,ESCINFO-7958,PD,N,1.0,A,2019,02/03/2020,40
ESCINFO,ESCINFO-7380,PC,N,0.0,A,2019,30/11/2020,28
ESCINFO,ESCINFO-7346,PB,N,2.0,P,2017,25/11/2020,25
ESCINFO,ESCINFO-7929,PE,S,1.0,A,2020,02/02/2020,15
ESCINFO,ESCINFO-7453,PC,S,1.0,A,2019,12/02/2020,28
ESCINFO,ESCINFO-7361,PB,S,0.0,A,2017,26/11/2020,25
ESCINFO,ESCINFO-7376,PA,N,1.0,P,2015,30/11/2020,30
ESCINFO,ESCINFO-7458,PA,S,1.0,A,2015,12/02/2020,30
ESCINFO,ESCINFO-7996,PA,S,1.0,A,2015,02/05/2020,30
ESCINFO,ESCINFO-7795,PA,N,1.0,A,2015,16/12/2020,30
ESCINFO,ESCINFO-6581,PB,S,1.0,A,2017,29/03/2020,25
ESCINFO,ESCINFO-7902,PA,N,0.0,A,2015,18/12/2020,30
ESCINFO,ESCINFO-7784,PD,N,2.0,P,2019,16/12/2020,40
ESCINFO,ESCINFO-7357,PA,S,2.0,A,2015,26/11/2020,30
ESCINFO,ESCINFO-7442,PA,S,0.0,A,2015,12/01/2020,30
ESCINFO,ESCINFO-7479,PA,S,2.0,A,2015,29/03/2020,30
ESCINFO,ESCINFO-7652,PC,N,1.0,A,2019,12/11/2020,28
ESCINFO,ESCINFO-7642,PA,S,0.0,A,2015,12/11/2020,30
ESCINFO,ESCINFO-7390,PA,N,1.0,P,2015,30/11/2020,30
ESCINFO,ESCINFO-7535,PA,N,2.0,A,2015,12/04/2020,30
ESCINFO,ESCINFO-7438,PA,N,2.0,P,2015,30/03/2020,30
ESCINFO,ESCINFO-8087,PA,S,2.0,A,2015,30/03/2020,30
ESCINFO,ESCINFO-7733,PA,S,1.0,A,2015,14/12/2020,30
ESCINFO,ESCINFO-5591,PD,S,1.0,A,2019,30/03/2020,40
ESCINFO,ESCINFO-7935,PD,S,2.0,A,2019,02/02/2020,40
ESCINFO,ESCINFO-7424,PA,S,1.0,P,2015,12/01/2020,30
ESCINFO,ESCINFO-6659,PC,N,1.0,A,2019,22/12/2020,28
ESCINFO,ESCINFO-7907,PA,N,1.0,A,2015,21/12/2020,30
ESCINFO,ESCINFO-8032,PA,S,2.0,A,2015,02/08/2020,30
ESCINFO,ESCINFO-7702,PE,S,0.0,A,2020,30/03/2020,15
ESCINFO,ESCINFO-7749,PA,S,1.0,P,2015,15/12/2020,30
ESCINFO,ESCINFO-7476,PA,N,1.0,P,2015,12/02/2020,30
ESCINFO,ESCINFO-3760,PA,S,0.0,P,2015,30/03/2020,30
ESCINFO,ESCINFO-7994,PA,S,2.0,P,2015,02/05/2020,30
ESCINFO,ESCINFO-7313,PA,N,2.0,P,2015,24/11/2020,30
ESCINFO,ESCINFO-8149,PA,S,0.0,P,2015,30/03/2020,30
ESCINFO,ESCINFO-7507,PA,S,0.0,A,2015,12/03/2020,30
ESCINFO,ESCINFO-7402,PA,S,1.0,A,2015,30/11/2020,30
ESCINFO,ESCINFO-8019,PA,N,0.0,A,2015,02/08/2020,30
ESCINFO,ESCINFO-7979,PA,N,1.0,P,2015,02/04/2020,30
ESCINFO,ESCINFO-8011,PA,S,1.0,A,2015,02/05/2020,30
ESCINFO,ESCINFO-7916,PA,S,0.0,A,2015,02/01/2020,30
ESCINFO,ESCINFO-7730,PA,N,0.0,P,2015,30/03/2020,30
ESCINFO,ESCINFO-8150,PB,S,0.0,A,2017,30/03/2020,25
ESCINFO,ESCINFO-7523,PA,S,1.0,P,2015,12/04/2020,30
ESCINFO,ESCINFO-7472,PD,N,1.0,P,2019,12/02/2020,40
ESCINFO,ESCINFO-7647,PA,S,0.0,A,2015,12/11/2020,30
ESCINFO,ESCINFO-7801,PA,N,1.0,A,2015,16/12/2020,30
ESCINFO,ESCINFO-7722,PA,N,1.0,P,2015,14/12/2020,30
ESCINFO,ESCINFO-7732,PA,S,0.0,A,2015,14/12/2020,30
ESCINFO,ESCINFO-7323,PC,S,1.0,A,2019,24/11/2020,28
ESCINFO,ESCINFO-7616,PE,N,1.0,P,2020,12/09/2020,15
ESCINFO,ESCINFO-7649,PC,S,0.0,A,2019,12/11/2020,28
ESCINFO,ESCINFO-7611,PC,S,2.0,A,2019,12/09/2020,28
ESCINFO,ESCINFO-8016,PA,S,2.0,A,2015,02/05/2020,30
ESCINFO,ESCINFO-8119,PA,N,2.0,A,2015,24/02/2020,30
ESCINFO,ESCINFO-7854,PB,S,1.0,P,2017,17/12/2020,25
ESCINFO,ESCINFO-7705,PA,S,2.0,A,2015,30/03/2020,30
ESCINFO,ESCINFO-7571,PA,N,0.0,A,2015,30/03/2020,30
ESCINFO,ESCINFO-7337,PA,S,1.0,A,2015,25/11/2020,30
ESCINFO,ESCINFO-7707,PE,N,1.0,P,2020,14/12/2020,15
ESCINFO,ESCINFO-7437,PC,N,0.0,P,2019,12/01/2020,28
ESCINFO,ESCINFO-7555,PC,S,1.0,A,2019,12/04/2020,28
ESCINFO,ESCINFO-7953,PA,N,0.0,P,2015,04/05/2020,30
ESCINFO,ESCINFO-7579,PC,N,1.0,P,2019,12/07/2020,28
ESCINFO,ESCINFO-7317,PB,N,1.0,P,2017,24/11/2020,25
ESCINFO,ESCINFO-7439,PA,S,0.0,A,2015,12/01/2020,30
ESCINFO,ESCINFO-7330,PA,S,1.0,A,2015,25/11/2020,30
ESCINFO,ESCINFO-7908,PA,S,1.0,P,2015,02/01/2020,30
ESCINFO,ESCINFO-7950,PB,S,2.0,P,2017,02/03/2020,25
ESCINFO,ESCINFO-7457,PA,N,1.0,P,2015,12/02/2020,30
ESCINFO,ESCINFO-7912,PC,N,2.0,P,2019,02/01/2020,28
ESCINFO,ESCINFO-7470,PC,N,1.0,A,2019,12/02/2020,28
ESCINFO,ESCINFO-7822,PA,S,1.0,A,2015,04/05/2020,30
ESCINFO,ESCINFO-7557,PC,S,1.0,A,2019,12/04/2020,28
ESCINFO,ESCINFO-7517,PA,N,2.0,P,2015,12/03/2020,30
ESCINFO,ESCINFO-7191,PB,N,0.0,A,2017,04/05/2020,25
ESCINFO,ESCINFO-7399,PC,S,1.0,A,2019,30/11/2020,28
ESCINFO,ESCINFO-7920,PA,S,1.0,A,2015,02/01/2020,30
ESCINFO,ESCINFO-7987,PA,S,0.0,A,2015,02/04/2020,30
ESCINFO,ESCINFO-7686,PA,S,0.0,A,2015,14/12/2020,30
ESCINFO,ESCINFO-7687,PA,N,0.0,A,2015,14/12/2020,30
ESCINFO,ESCINFO-7548,PA,N,1.0,A,2015,12/04/2020,30
ESCINFO,ESCINFO-7496,PA,N,1.0,A,2015,12/03/2020,30
ESCINFO,ESCINFO-7828,PA,S,2.0,A,2015,17/12/2020,30
ESCINFO,ESCINFO-7511,PC,N,1.0,P,2019,12/03/2020,28
ESCINFO,ESCINFO-7898,PC,N,1.0,P,2019,18/12/2020,28
ESCINFO,ESCINFO-7638,PA,N,0.0,A,2015,12/11/2020,30
ESCINFO,ESCINFO-6205,PA,N,0.0,P,2015,19/02/2020,30
ESCINFO,ESCINFO-7333,PB,S,1.0,P,2017,04/05/2020,25
ESCINFO,ESCINFO-7666,PB,N,0.0,P,2017,12/11/2020,25
ESCINFO,ESCINFO-8056,PA,N,2.0,A,2015,02/09/2020,30
ESCINFO,ESCINFO-7699,PD,S,2.0,A,2019,14/12/2020,40
ESCINFO,ESCINFO-7428,PD,S,1.0,A,2019,12/01/2020,40
ESCINFO,ESCINFO-7766,PC,S,1.0,A,2019,15/12/2020,28
ESCINFO,ESCINFO-7724,PA,S,1.0,A,2015,14/12/2020,30
ESCINFO,ESCINFO-7755,PC,S,2.0,A,2019,15/12/2020,28
ESCINFO,ESCINFO-7669,PC,S,1.0,P,2019,12/11/2020,28
ESCINFO,ESCINFO-7980,PC,S,2.0,A,2019,02/04/2020,28
ESCINFO,ESCINFO-6400,PC,N,2.0,A,2019,04/05/2020,28
ESCINFO,ESCINFO-7394,PB,S,1.0,P,2017,30/11/2020,25
ESCINFO,ESCINFO-7469,PC,N,2.0,A,2019,12/02/2020,28
ESCINFO,ESCINFO-7325,PA,N,0.0,P,2015,25/11/2020,30
ESCINFO,ESCINFO-7674,PA,S,0.0,A,2015,12/11/2020,30
ESCINFO,ESCINFO-8151,PA,S,1.0,A,2015,04/05/2020,30
ESCINFO,ESCINFO-7554,PA,S,1.0,A,2015,12/04/2020,30
ESCINFO,ESCINFO-7602,PA,S,1.0,A,2015,12/09/2020,30
ESCINFO,ESCINFO-8055,PA,N,1.0,P,2015,02/09/2020,30
ESCINFO,ESCINFO-8107,PD,N,2.0,A,2019,16/02/2020,40
ESCINFO,ESCINFO-7360,PA,S,1.0,P,2015,26/11/2020,30
ESCINFO,ESCINFO-7512,PD,N,2.0,A,2019,12/03/2020,40
ESCINFO,ESCINFO-7676,PA,N,2.0,P,2015,12/11/2020,30
ESCINFO,ESCINFO-8054,PA,S,2.0,P,2015,02/09/2020,30
ESCINFO,ESCINFO-8053,PA,N,1.0,A,2015,02/09/2020,30
ESCINFO,ESCINFO-7914,PA,N,0.0,P,2015,02/01/2020,30
ESCINFO,ESCINFO-7843,PA,N,2.0,P,2015,17/12/2020,30
ESCINFO,ESCINFO-7858,PA,N,1.0,P,2015,18/12/2020,30
ESCINFO,ESCINFO-7967,PA,S,2.0,A,2015,02/03/2020,30
ESCINFO,ESCINFO-7362,PC,N,0.0,P,2019,26/11/2020,28
ESCINFO,ESCINFO-7752,PA,S,1.0,P,2015,15/12/2020,30
ESCINFO,ESCINFO-8152,PA,S,1.0,A,2015,04/05/2020,30
ESCINFO,ESCINFO-7656,PA,N,1.0,A,2015,12/11/2020,30
ESCINFO,ESCINFO-7651,PD,N,1.0,A,2019,12/11/2020,40
ESCINFO,ESCINFO-7812,PA,S,2.0,P,2015,04/06/2020,30
ESCINFO,ESCINFO-7406,PB,S,2.0,P,2017,30/11/2020,25
ESCINFO,ESCINFO-6999,PA,S,1.0,A,2015,04/06/2020,30
ESCINFO,ESCINFO-8145,PA,N,1.0,P,2015,26/03/2020,30
ESCINFO,ESCINFO-8146,PA,N,0.0,A,2015,26/03/2020,30
ESCINFO,ESCINFO-7617,PA,N,1.0,P,2015,12/09/2020,30
ESCINFO,ESCINFO-7635,PD,S,2.0,A,2019,12/10/2020,40
ESCINFO,ESCINFO-7798,PD,S,1.0,P,2019,16/12/2020,40
ESCINFO,ESCINFO-7884,PD,S,1.0,A,2019,18/12/2020,40
ESCINFO,ESCINFO-8044,PA,N,1.0,A,2015,02/09/2020,30
ESCINFO,ESCINFO-7482,PD,S,0.0,A,2019,12/02/2020,40
ESCINFO,ESCINFO-7966,PA,N,0.0,P,2015,04/06/2020,30
ESCINFO,ESCINFO-7447,PA,S,0.0,A,2015,04/06/2020,30
ESCINFO,ESCINFO-7566,PA,S,1.0,A,2015,12/04/2020,30
ESCINFO,ESCINFO-7723,PB,N,2.0,A,2017,14/12/2020,25
ESCINFO,ESCINFO-7514,PC,N,0.0,A,2019,12/03/2020,28
ESCINFO,ESCINFO-7467,PB,N,1.0,A,2017,12/02/2020,25
ESCINFO,ESCINFO-7977,PA,N,0.0,A,2015,02/04/2020,30
ESCINFO,ESCINFO-7500,PA,N,1.0,P,2015,12/03/2020,30
ESCINFO,ESCINFO-7545,PA,S,0.0,A,2015,12/04/2020,30
ESCINFO,ESCINFO-7441,PA,N,0.0,A,2015,04/06/2020,30
ESCINFO,ESCINFO-7677,PD,N,2.0,P,2019,12/11/2020,40
ESCINFO,ESCINFO-7712,PD,N,2.0,P,2019,04/06/2020,40
ESCINFO,ESCINFO-7791,PA,S,0.0,A,2015,16/12/2020,30
ESCINFO,ESCINFO-7451,PA,N,0.0,A,2015,12/02/2020,30
ESCINFO,ESCINFO-7868,PA,S,1.0,A,2015,18/12/2020,30
ESCINFO,ESCINFO-7589,PE,N,1.0,A,2020,12/07/2020,15
ESCINFO,ESCINFO-7750,PA,S,2.0,A,2015,15/12/2020,30
ESCINFO,ESCINFO-7592,PC,N,1.0,A,2019,12/07/2020,28
ESCINFO,ESCINFO-7622,PC,S,0.0,A,2019,12/10/2020,28
ESCINFO,ESCINFO-7120,PA,S,2.0,A,2015,02/08/2020,30
ESCINFO,ESCINFO-7938,PA,N,0.0,A,2015,02/02/2020,30
ESCINFO,ESCINFO-8049,PB,S,2.0,A,2017,02/09/2020,25
ESCINFO,ESCINFO-7978,PA,N,2.0,P,2015,02/04/2020,30
ESCINFO,ESCINFO-8013,PB,S,1.0,A,2017,02/05/2020,25
ESCINFO,ESCINFO-7582,PD,S,0.0,A,2019,12/07/2020,40
ESCINFO,ESCINFO-7334,PC,S,1.0,A,2019,25/11/2020,28
ESCINFO,ESCINFO-7615,PA,S,0.0,P,2015,12/09/2020,30
ESCINFO,ESCINFO-7572,PC,S,2.0,A,2019,12/07/2020,28
ESCINFO,ESCINFO-8062,PA,S,1.0,A,2015,02/09/2020,30
ESCINFO,ESCINFO-7432,PB,S,2.0,P,2017,12/01/2020,25
ESCINFO,ESCINFO-7693,PB,S,0.0,A,2017,14/12/2020,25
ESCINFO,ESCINFO-7783,PA,S,1.0,A,2015,16/12/2020,30
