,carrera,regular,cnt_readmisiones,calidad,estado_civil,sexo,sit_laboral,tipo_residencia,modalidad_cursa,distancia_sede,actividades_u12m,edad,inactividad,avance_carrera
947,PB,S,2.0,P,1.0,2,NC,-1.0,D,-1,1,21,2,0.24
948,PA,S,0.0,P,1.0,2,NC,-1.0,P,1,2,20,1,0.26666666666666666
949,PB,S,1.0,A,1.0,1,NC,2.0,H,1,5,19,1,0.36
950,PC,S,0.0,A,1.0,2,NC,2.0,H,1,7,21,2,0.4642857142857143
951,PC,N,0.0,A,1.0,2,NC,1.0,H,2,3,20,2,0.17857142857142858
952,PA,N,1.0,A,1.0,1,NC,-1.0,H,-1,4,19,2,0.23333333333333334
953,PA,S,0.0,A,1.0,2,NC,-1.0,P,-1,6,19,1,0.36666666666666664
954,PB,S,0.0,A,1.0,1,NC,2.0,H,1,3,20,1,0.28
955,PE,S,1.0,A,1.0,2,NC,1.0,H,2,1,19,1,0.26666666666666666
956,PA,N,0.0,P,1.0,2,NC,2.0,H,1,1,19,2,0.13333333333333333
957,PB,S,0.0,A,1.0,1,NC,2.0,D,1,3,20,2,0.24
958,PA,N,1.0,A,1.0,1,NC,-1.0,P,3,5,20,2,0.3
959,PE,N,0.0,P,1.0,1,NC,1.0,P,-1,0,18,0,0.13333333333333333
960,PC,S,1.0,P,1.0,1,N,1.0,P,1,0,21,1,0.10714285714285714
961,PA,N,1.0,P,1.0,1,NC,-1.0,D,-1,1,18,0,0.16666666666666666
962,PA,S,1.0,A,1.0,2,NC,1.0,P,2,6,20,1,0.36666666666666664
963,PA,N,1.0,A,1.0,2,NC,-1.0,H,-1,6,20,1,0.36666666666666664
964,PA,N,0.0,P,1.0,1,NC,4.0,P,3,0,18,0,0.16666666666666666
965,PA,S,0.0,A,1.0,1,NC,4.0,D,1,3,19,2,0.2
966,PB,S,1.0,A,1.0,1,NC,-1.0,D,-1,7,21,2,0.48
967,PC,N,1.0,A,1.0,2,NC,1.0,D,1,5,19,2,0.32142857142857145
968,PA,N,0.0,A,1.0,1,NC,-1.0,P,-1,3,20,1,0.2
969,PC,N,1.0,P,1.0,2,NC,2.0,P,2,1,21,1,0.14285714285714285
970,PC,S,0.0,A,1.0,2,NC,1.0,D,1,3,20,2,0.21428571428571427
971,PB,S,1.0,P,1.0,2,NC,-1.0,H,-1,1,18,0,0.12
972,PD,S,0.0,A,1.0,1,S,4.0,H,-1,3,21,2,0.2
973,PA,S,0.0,A,1.0,2,NC,-1.0,D,-1,2,21,2,0.13333333333333333
974,PA,N,1.0,P,1.0,1,NC,-1.0,H,3,1,21,2,0.1
975,PB,S,1.0,P,1.0,2,NC,-1.0,H,-1,0,20,2,0.16
976,PA,N,1.0,A,2.0,1,NC,1.0,P,2,5,20,2,0.4
977,PA,S,0.0,A,1.0,1,NC,-1.0,H,-1,4,21,2,0.26666666666666666
978,PA,S,1.0,A,1.0,2,NC,-1.0,H,-1,1,18,0,0.1
979,PB,N,2.0,P,1.0,1,NC,-1.0,P,-1,1,19,2,0.12
980,PE,N,2.0,P,1.0,1,NC,-1.0,P,-1,1,18,0,0.2
981,PA,N,1.0,P,1.0,2,NC,1.0,P,2,1,20,1,0.16666666666666666
982,PA,S,1.0,A,1.0,1,NC,-1.0,P,3,7,18,0,0.4666666666666667
983,PA,N,0.0,P,1.0,2,NC,-1.0,H,-1,0,20,1,0.26666666666666666
984,PA,N,1.0,A,1.0,1,NC,-1.0,P,2,2,19,1,0.13333333333333333
985,PA,N,2.0,P,1.0,2,NC,1.0,P,2,0,20,1,0.1
986,PA,S,1.0,A,1.0,2,NC,-1.0,P,-1,5,21,1,0.26666666666666666
987,PA,S,2.0,P,1.0,1,NC,1.0,D,2,0,20,2,0.03333333333333333
988,PB,S,0.0,P,1.0,2,NC,4.0,P,-1,1,20,2,0.24
989,PB,N,0.0,P,1.0,2,NC,-1.0,P,-1,0,18,0,0.08
990,PC,S,1.0,A,1.0,1,NC,-1.0,P,3,3,18,0,0.25
991,PA,S,0.0,A,1.0,1,NC,2.0,H,2,7,19,2,0.43333333333333335
992,PA,S,2.0,P,1.0,2,NC,-1.0,H,-1,1,18,0,0.2
993,PA,S,2.0,A,1.0,1,NC,1.0,D,-1,3,21,1,0.2
994,PA,S,2.0,P,1.0,1,NC,-1.0,P,-1,0,21,1,0.1
995,PE,S,0.0,A,1.0,2,NC,1.0,H,2,2,21,2,0.3333333333333333
996,PA,S,1.0,P,1.0,1,NC,-1.0,H,-1,1,21,2,0.06666666666666667
997,PA,N,1.0,P,1.0,2,NC,-1.0,P,-1,0,21,2,0.1
998,PC,N,2.0,A,1.0,1,NC,-1.0,P,-1,5,18,0,0.39285714285714285
999,PC,S,1.0,A,1.0,1,NC,1.0,P,-1,2,20,1,0.14285714285714285
1000,PD,S,1.0,A,1.0,1,NC,-1.0,P,3,3,19,2,0.175
1001,PA,S,1.0,A,2.0,2,S,4.0,H,2,7,21,1,0.43333333333333335
1002,PA,S,0.0,P,1.0,2,NC,-1.0,H,-1,1,20,2,0.3
1003,PD,S,2.0,A,1.0,1,NC,-1.0,H,3,4,19,2,0.225
1004,PE,N,2.0,A,1.0,1,NC,2.0,D,2,3,18,0,0.3333333333333333
1005,PA,N,1.0,A,1.0,1,NC,1.0,H,2,8,18,0,0.5
1006,PB,S,1.0,P,1.0,2,NC,-1.0,P,-1,1,21,2,0.2
1007,PA,S,1.0,A,1.0,2,NC,-1.0,H,-1,5,19,2,0.3333333333333333
1008,PA,N,1.0,A,1.0,2,NC,3.0,P,2,5,20,1,0.3
1009,PA,N,0.0,A,1.0,2,NC,-1.0,P,3,7,20,2,0.43333333333333335
1010,PB,S,1.0,P,1.0,2,NC,-1.0,D,-1,0,20,2,0.04
1011,PC,S,1.0,P,1.0,1,NC,-1.0,P,-1,1,20,1,0.17857142857142858
1012,PB,S,0.0,A,1.0,2,NC,-1.0,D,-1,7,18,0,0.48
1013,PA,N,1.0,P,1.0,1,NC,2.0,P,2,0,21,1,0.06666666666666667
1014,PC,S,2.0,A,1.0,1,NC,2.0,P,2,1,19,2,0.10714285714285714
1015,PC,S,1.0,P,1.0,2,NC,-1.0,P,-1,0,21,1,0.2857142857142857
1016,PA,S,0.0,A,1.0,2,NC,-1.0,D,-1,7,20,2,0.43333333333333335
1017,PA,N,1.0,P,1.0,2,NC,-1.0,P,-1,0,18,0,0.16666666666666666
1018,PB,N,0.0,P,1.0,2,NC,-1.0,D,-1,1,20,1,0.12
1019,PD,S,1.0,A,1.0,2,NC,2.0,D,2,5,21,1,0.2
1020,PA,S,1.0,P,1.0,2,NC,2.0,H,2,1,19,1,0.1
1021,PA,S,0.0,A,2.0,1,NC,4.0,D,1,8,18,0,0.4666666666666667
1022,PA,S,1.0,P,1.0,1,NC,2.0,P,2,0,21,2,0.06666666666666667
1023,PE,N,1.0,P,1.0,1,N,4.0,P,3,1,21,1,0.26666666666666666
1024,PA,S,1.0,P,1.0,1,NC,-1.0,D,2,0,19,1,0.03333333333333333
1025,PC,S,2.0,A,1.0,1,NC,-1.0,D,-1,8,19,2,0.5
1026,PC,S,1.0,P,1.0,1,NC,1.0,D,3,1,20,2,0.10714285714285714
1027,PA,S,1.0,A,1.0,2,NC,-1.0,P,1,2,19,1,0.1
1028,PA,S,0.0,A,1.0,1,NC,-1.0,D,3,5,21,1,0.4
1029,PA,S,0.0,A,1.0,1,NC,-1.0,D,-1,2,19,1,0.13333333333333333
1030,PB,N,0.0,P,1.0,1,NC,1.0,P,-1,1,21,2,0.24
1031,PA,N,0.0,P,1.0,1,NC,-1.0,P,-1,0,20,2,0.16666666666666666
1032,PA,N,1.0,P,1.0,1,NC,-1.0,D,-1,1,20,1,0.16666666666666666
1033,PA,N,2.0,P,1.0,1,NC,2.0,D,1,1,18,0,0.23333333333333334
1034,PE,N,2.0,A,1.0,1,NC,-1.0,H,-1,1,19,2,0.13333333333333333
1035,PA,S,1.0,A,1.0,2,NC,-1.0,P,-1,9,19,1,0.5
1036,PA,N,1.0,P,1.0,2,NC,-1.0,P,-1,1,20,2,0.26666666666666666
1037,PA,N,0.0,P,1.0,1,NC,4.0,P,1,1,20,1,0.3
1038,PA,S,2.0,P,1.0,2,NC,1.0,H,2,0,18,0,0.06666666666666667
1039,PA,N,0.0,A,1.0,2,NC,-1.0,D,-1,6,21,2,0.36666666666666664
1040,PA,S,0.0,A,1.0,2,S,4.0,P,-1,6,20,2,0.43333333333333335
1041,PA,N,1.0,P,1.0,1,NC,-1.0,D,-1,1,18,0,0.16666666666666666
1042,PC,N,1.0,P,1.0,2,NC,-1.0,P,-1,0,20,1,0.07142857142857142
1043,PA,S,2.0,A,1.0,2,NC,-1.0,D,-1,2,18,0,0.13333333333333333
1044,PA,S,1.0,A,1.0,2,NC,-1.0,D,3,8,18,0,0.5
1045,PA,S,1.0,A,1.0,1,NC,2.0,D,-1,3,18,0,0.16666666666666666
1046,PE,N,1.0,P,1.0,1,NC,-1.0,P,-1,0,21,2,0.26666666666666666
1047,PA,S,1.0,A,1.0,2,NC,-1.0,H,-1,5,18,0,0.26666666666666666
1048,PA,N,1.0,P,1.0,1,NC,-1.0,D,3,0,20,2,0.13333333333333333
1049,PC,N,1.0,A,1.0,2,NC,2.0,D,3,1,19,2,0.10714285714285714
1050,PA,S,0.0,P,1.0,2,NC,1.0,D,1,2,19,1,0.3
1051,PA,N,1.0,A,1.0,2,NC,-1.0,P,-1,9,18,0,0.4666666666666667
1052,PA,S,1.0,A,1.0,2,NC,-1.0,H,-1,3,19,1,0.16666666666666666
1053,PC,N,2.0,A,1.0,1,N,4.0,H,1,4,21,1,0.25
1054,PA,S,0.0,A,1.0,1,NC,1.0,H,-1,5,18,0,0.5
1055,PA,N,1.0,A,1.0,2,NC,2.0,H,3,9,19,2,0.43333333333333335
1056,PA,S,1.0,A,1.0,2,NC,2.0,D,2,2,19,1,0.1
1057,PA,S,2.0,A,1.0,2,NC,-1.0,H,-1,4,21,1,0.2
1058,PA,S,2.0,P,1.0,1,NC,2.0,P,1,1,20,1,0.3
1059,PC,N,1.0,A,1.0,2,NC,-1.0,H,-1,4,21,1,0.2857142857142857
1060,PA,S,1.0,A,1.0,2,NC,1.0,P,-1,8,19,1,0.5
1061,PA,S,1.0,P,1.0,2,NC,2.0,H,-1,2,21,1,0.3
1062,PC,N,2.0,P,1.0,2,NC,-1.0,H,2,1,19,1,0.14285714285714285
1063,PA,S,0.0,A,1.0,2,NC,2.0,P,-1,8,21,1,0.4666666666666667
1064,PD,S,1.0,A,1.0,1,NC,1.0,H,1,5,21,2,0.2
1065,PA,S,1.0,A,3.0,1,NC,-1.0,H,1,2,20,1,0.1
1066,PA,N,1.0,P,1.0,2,NC,-1.0,P,-1,1,21,1,0.23333333333333334
1067,PA,N,1.0,P,1.0,1,NC,-1.0,H,-1,0,21,2,0.06666666666666667
1068,PB,N,2.0,A,1.0,2,NC,-1.0,H,1,3,21,1,0.2
1069,PA,N,1.0,A,1.0,2,NC,2.0,P,1,3,21,2,0.23333333333333334
1070,PA,N,1.0,P,1.0,2,NC,-1.0,H,1,2,19,2,0.23333333333333334
1071,PA,S,2.0,A,1.0,2,NC,-1.0,H,-1,7,19,1,0.43333333333333335
1072,PA,S,1.0,A,1.0,2,NC,-1.0,H,-1,1,21,1,0.1
1073,PA,S,0.0,A,1.0,1,NC,-1.0,P,-1,3,19,2,0.16666666666666666
1074,PD,S,1.0,P,1.0,1,NC,-1.0,P,3,2,21,1,0.3
1075,PE,S,0.0,P,1.0,1,NC,2.0,H,2,1,19,1,0.2
1076,PA,N,1.0,P,1.0,2,NC,1.0,H,2,0,21,2,0.06666666666666667
1077,PD,S,0.0,A,1.0,2,NC,-1.0,D,1,6,21,2,0.325
1078,PA,S,0.0,A,2.0,1,NC,-1.0,D,3,4,20,1,0.3
1079,PA,N,0.0,A,1.0,2,NC,-1.0,D,-1,5,20,2,0.4
1080,PD,S,1.0,A,1.0,1,NC,-1.0,D,3,7,20,2,0.325
1081,PA,S,2.0,A,1.0,1,NC,-1.0,D,3,4,18,0,0.23333333333333334
1082,PD,N,2.0,P,1.0,2,NC,-1.0,H,-1,1,21,2,0.1
1083,PD,S,2.0,A,1.0,2,NC,1.0,D,3,5,21,1,0.225
1084,PD,S,2.0,P,1.0,1,NC,-1.0,P,-1,1,18,0,0.125
1085,PD,S,1.0,P,1.0,2,NC,-1.0,H,3,0,18,0,0.05
1086,PD,N,2.0,A,1.0,2,NC,-1.0,P,-1,5,21,2,0.3
1087,PA,N,2.0,P,1.0,2,NC,1.0,H,-1,0,20,1,0.1
1088,PD,N,0.0,P,1.0,2,NC,-1.0,H,1,0,20,2,0.05
1089,PD,N,2.0,P,1.0,1,NC,-1.0,P,-1,0,21,1,0.0
1090,PC,S,2.0,P,1.0,1,NC,-1.0,D,-1,0,18,0,0.03571428571428571
1091,PD,N,0.0,P,1.0,2,NC,2.0,D,2,1,21,2,0.3
1092,PA,S,1.0,P,1.0,2,NC,1.0,H,2,1,20,1,0.16666666666666666
1093,PD,N,1.0,P,1.0,2,NC,4.0,D,1,0,21,2,0.2
1094,PD,S,0.0,A,1.0,1,NC,-1.0,D,1,2,21,1,0.1
1095,PA,S,0.0,A,1.0,2,NC,2.0,H,1,7,19,1,0.4
1096,PD,N,1.0,P,1.0,2,NC,1.0,P,2,0,18,0,0.075
1097,PA,N,0.0,P,1.0,2,NC,1.0,P,2,0,18,0,0.06666666666666667
1098,PD,S,2.0,P,1.0,1,NC,-1.0,D,-1,1,21,1,0.1
1099,PA,N,0.0,A,1.0,1,NC,-1.0,P,-1,2,19,1,0.16666666666666666
1100,PD,S,1.0,P,1.0,2,NC,2.0,D,2,1,20,1,0.275
1101,PA,S,1.0,P,1.0,2,NC,-1.0,D,-1,0,21,1,0.1
1102,PD,N,2.0,A,1.0,2,NC,1.0,H,3,6,21,1,0.225
1103,PD,N,1.0,P,1.0,1,NC,1.0,P,3,3,20,2,0.3
1104,PD,S,2.0,A,1.0,1,NC,-1.0,P,-1,6,20,1,0.25
1105,PB,S,1.0,P,1.0,2,NC,2.0,D,1,0,21,1,0.16
1106,PA,N,1.0,A,1.0,2,NC,-1.0,D,1,5,19,1,0.36666666666666664
1107,PA,N,0.0,P,1.0,1,NC,2.0,P,1,1,18,0,0.23333333333333334
1108,PB,N,1.0,A,1.0,2,NC,-1.0,H,-1,7,18,0,0.52
1109,PA,N,1.0,A,1.0,1,NC,-1.0,D,-1,8,19,1,0.4666666666666667
1110,PC,N,2.0,P,1.0,1,NC,-1.0,H,-1,0,21,1,0.10714285714285714
1111,PA,S,1.0,P,2.0,1,NC,-1.0,H,-1,1,21,1,0.13333333333333333
1112,PA,N,1.0,A,1.0,2,NC,2.0,H,1,3,20,1,0.23333333333333334
1113,PA,N,1.0,P,1.0,2,NC,-1.0,D,-1,2,20,1,0.26666666666666666
1114,PA,N,1.0,P,1.0,1,S,1.0,H,1,1,21,2,0.16666666666666666
1115,PA,S,1.0,P,1.0,2,NC,-1.0,P,-1,0,18,0,0.03333333333333333
1116,PB,S,0.0,A,1.0,1,NC,-1.0,D,-1,3,21,1,0.28
1117,PA,S,2.0,A,1.0,2,NC,-1.0,H,-1,3,21,2,0.23333333333333334
1118,PA,S,1.0,P,1.0,2,NC,-1.0,H,-1,0,19,2,0.06666666666666667
1119,PA,S,1.0,A,1.0,1,NC,-1.0,H,-1,3,21,1,0.16666666666666666
1120,PA,S,1.0,A,1.0,2,NC,3.0,H,3,7,21,2,0.4
1121,PA,N,1.0,P,1.0,2,NC,-1.0,P,-1,0,21,2,0.1
1122,PA,N,2.0,P,1.0,2,NC,1.0,D,3,1,19,2,0.2
1123,PD,S,1.0,A,1.0,2,NC,-1.0,H,-1,6,21,2,0.3
1124,PA,S,0.0,A,1.0,1,NC,3.0,P,1,3,21,2,0.26666666666666666
1125,PB,N,0.0,P,1.0,2,NC,2.0,P,1,1,19,2,0.2
1126,PA,N,1.0,P,1.0,1,NC,1.0,P,3,1,18,0,0.3
1127,PA,S,1.0,A,1.0,2,NC,2.0,P,-1,3,20,1,0.26666666666666666
1128,PA,S,0.0,A,1.0,1,NC,2.0,D,1,4,18,0,0.43333333333333335
1129,PC,N,1.0,P,1.0,2,NC,-1.0,D,-1,0,19,2,0.2857142857142857
1130,PB,S,0.0,A,1.0,1,NC,2.0,H,1,5,20,2,0.4
1131,PA,N,0.0,A,1.0,2,NC,1.0,D,2,5,20,1,0.43333333333333335
1132,PB,S,1.0,A,1.0,2,NC,-1.0,H,-1,3,20,2,0.24
1133,PA,N,1.0,P,1.0,1,NC,-1.0,P,3,1,18,0,0.16666666666666666
1134,PA,S,2.0,A,1.0,2,NC,-1.0,P,3,9,19,1,0.4666666666666667
1135,PB,N,1.0,P,1.0,2,NC,2.0,P,2,0,21,2,0.2
1136,PA,S,1.0,A,1.0,1,NC,-1.0,H,-1,5,19,1,0.26666666666666666
1137,PA,S,2.0,A,1.0,2,NC,-1.0,D,-1,5,20,2,0.3333333333333333
1138,PA,N,0.0,A,1.0,2,NC,-1.0,H,-1,5,19,2,0.3
1139,PA,N,0.0,P,1.0,1,NC,-1.0,P,1,1,18,0,0.2
1140,PB,S,2.0,P,1.0,2,NC,-1.0,D,-1,1,21,1,0.12
1141,PA,S,1.0,A,1.0,2,NC,-1.0,P,-1,4,20,2,0.26666666666666666
1142,PA,S,2.0,P,1.0,1,NC,-1.0,P,-1,1,20,1,0.23333333333333334
1143,PB,N,2.0,A,1.0,2,NC,-1.0,P,-1,1,19,2,0.12
1144,PA,S,1.0,A,1.0,2,S,1.0,D,2,4,18,0,0.26666666666666666
1145,PA,N,0.0,A,1.0,2,NC,-1.0,H,-1,2,19,2,0.16666666666666666
1146,PE,N,0.0,P,1.0,2,NC,-1.0,P,-1,0,18,0,0.06666666666666667
1147,PD,S,2.0,P,1.0,1,NC,-1.0,D,-1,2,19,2,0.175
1148,PA,S,1.0,P,1.0,1,NC,-1.0,H,-1,0,21,2,0.1
1149,PA,S,0.0,A,1.0,2,NC,2.0,P,2,4,19,2,0.2
1150,PA,N,2.0,A,1.0,1,NC,-1.0,P,-1,5,19,1,0.26666666666666666
1151,PD,S,1.0,A,1.0,1,NC,1.0,D,1,7,21,1,0.3
1152,PA,S,0.0,P,1.0,2,NC,-1.0,D,-1,2,19,2,0.3
1153,PA,N,1.0,A,1.0,2,NC,-1.0,H,-1,4,19,2,0.26666666666666666
1154,PB,S,1.0,A,1.0,1,NC,4.0,D,2,5,18,0,0.52
1155,PA,S,1.0,A,1.0,2,NC,-1.0,P,-1,4,18,0,0.2
1156,PE,S,1.0,A,2.0,1,NC,1.0,H,-1,2,19,1,0.4
1157,PA,S,1.0,P,1.0,2,NC,-1.0,P,-1,2,20,2,0.26666666666666666
1158,PA,S,1.0,P,1.0,2,NC,4.0,P,1,1,21,2,0.13333333333333333
1159,PA,N,0.0,P,1.0,1,NC,2.0,D,3,1,18,0,0.2
1160,PC,N,1.0,A,1.0,1,NC,-1.0,P,-1,1,19,2,0.10714285714285714
1161,PA,S,0.0,A,1.0,2,NC,-1.0,P,-1,5,20,1,0.3333333333333333
1162,PA,S,2.0,A,1.0,1,NC,-1.0,P,-1,3,19,1,0.16666666666666666
1163,PA,S,1.0,A,1.0,2,NC,2.0,D,-1,7,21,1,0.4
1164,PC,S,2.0,A,1.0,1,NC,-1.0,P,-1,4,19,2,0.25
1165,PD,S,0.0,A,1.0,2,NC,-1.0,H,-1,7,19,1,0.375
1166,PA,S,0.0,A,2.0,1,NC,1.0,H,-1,2,21,2,0.2
1167,PC,N,2.0,P,1.0,2,NC,-1.0,H,-1,1,21,1,0.14285714285714285
1168,PB,S,0.0,P,1.0,2,NC,-1.0,D,2,0,19,2,0.12
1169,PA,N,0.0,P,1.0,2,NC,-1.0,P,-1,0,21,1,0.16666666666666666
1170,PB,S,2.0,A,1.0,2,NC,2.0,H,2,1,19,1,0.12
1171,PA,S,2.0,A,1.0,2,NC,-1.0,D,-1,6,18,0,0.36666666666666664
1172,PA,S,1.0,A,1.0,1,NC,-1.0,P,-1,9,18,0,0.4666666666666667
1173,PA,S,2.0,A,1.0,1,NC,4.0,D,2,4,20,1,0.3
1174,PA,N,1.0,P,1.0,1,NC,-1.0,H,-1,1,20,2,0.06666666666666667
1175,PA,N,0.0,P,1.0,1,S,2.0,H,1,0,18,0,0.06666666666666667
1176,PA,N,2.0,A,1.0,1,NC,-1.0,H,-1,5,21,2,0.43333333333333335
1177,PA,N,1.0,P,1.0,1,NC,-1.0,D,-1,1,19,1,0.26666666666666666
1178,PA,N,2.0,A,1.0,1,NC,-1.0,P,3,7,19,1,0.4
1179,PA,S,1.0,P,1.0,2,NC,2.0,D,1,1,20,1,0.2
1180,PA,S,1.0,A,1.0,1,NC,-1.0,D,-1,6,20,2,0.4
1181,PA,S,2.0,A,1.0,2,NC,-1.0,P,3,3,19,2,0.16666666666666666
1182,PE,N,0.0,P,1.0,1,NC,-1.0,D,1,0,20,1,0.06666666666666667
1183,PC,N,1.0,A,1.0,1,NC,-1.0,H,-1,3,21,2,0.17857142857142858
1184,PB,S,1.0,P,1.0,1,NC,-1.0,P,-1,0,21,2,0.16
1185,PC,N,1.0,P,1.0,1,NC,1.0,P,2,0,20,1,0.07142857142857142
1186,PA,S,0.0,P,1.0,2,NC,-1.0,H,-1,1,18,0,0.16666666666666666
1187,PA,N,1.0,A,1.0,1,NC,-1.0,H,-1,6,20,2,0.36666666666666664
1188,PA,S,0.0,A,1.0,2,NC,-1.0,H,-1,3,21,1,0.26666666666666666
1189,PB,S,1.0,A,1.0,1,NC,-1.0,D,-1,2,18,0,0.2
1190,PA,S,0.0,A,1.0,1,NC,-1.0,D,-1,4,20,1,0.4
1191,PB,S,1.0,A,1.0,1,NC,-1.0,D,-1,1,20,2,0.12
1192,PA,N,1.0,A,1.0,2,NC,-1.0,P,-1,2,19,1,0.1
1193,PC,N,1.0,P,1.0,1,NC,-1.0,H,-1,0,20,1,0.10714285714285714
1194,PA,S,0.0,A,1.0,1,NC,-1.0,H,-1,5,18,0,0.3
1195,PD,S,0.0,A,1.0,2,NC,-1.0,H,-1,4,19,2,0.275
1196,PA,N,1.0,P,1.0,2,NC,4.0,D,2,0,19,1,0.0
1197,PA,N,1.0,P,1.0,1,NC,-1.0,H,-1,1,21,1,0.1
1198,PC,N,2.0,A,1.0,1,NC,-1.0,D,-1,4,21,2,0.21428571428571427
1199,PA,S,0.0,P,1.0,1,NC,-1.0,P,-1,2,21,1,0.3
1200,PD,S,1.0,A,1.0,1,NC,-1.0,P,-1,10,19,1,0.4
1201,PE,S,1.0,P,1.0,1,NC,1.0,H,1,1,18,0,0.26666666666666666
1202,PC,N,1.0,A,1.0,1,NC,4.0,D,2,3,21,2,0.35714285714285715
1203,PA,S,1.0,A,1.0,1,NC,-1.0,H,-1,3,19,1,0.23333333333333334
1204,PA,N,1.0,P,1.0,2,NC,-1.0,D,-1,1,20,1,0.16666666666666666
1205,PA,S,1.0,A,1.0,1,N,2.0,H,1,2,18,0,0.16666666666666666
1206,PC,S,1.0,A,1.0,1,NC,-1.0,P,-1,2,18,0,0.17857142857142858
1207,PA,N,1.0,A,1.0,1,NC,-1.0,H,1,2,20,1,0.1
1208,PA,N,1.0,P,1.0,1,NC,1.0,H,1,1,21,2,0.2
1209,PD,S,0.0,A,1.0,1,NC,-1.0,H,-1,8,21,2,0.425
1210,PA,N,0.0,A,1.0,2,NC,-1.0,P,-1,3,19,2,0.16666666666666666
1211,PA,S,2.0,A,1.0,2,NC,-1.0,H,-1,4,18,0,0.23333333333333334
1212,PA,S,0.0,P,2.0,2,NC,-1.0,P,-1,0,19,1,0.0
1213,PD,S,2.0,A,1.0,2,NC,-1.0,D,-1,5,19,2,0.325
1214,PE,N,0.0,A,1.0,1,NC,-1.0,D,-1,1,20,1,0.2
1215,PD,N,1.0,A,1.0,1,NC,-1.0,H,3,7,20,1,0.275
1216,PB,N,1.0,P,1.0,1,NC,-1.0,P,-1,0,18,0,0.2
1217,PA,S,1.0,A,1.0,2,NC,-1.0,H,-1,5,20,1,0.26666666666666666
1218,PA,S,2.0,A,1.0,2,NC,-1.0,P,-1,3,21,2,0.16666666666666666
1219,PA,N,1.0,P,1.0,1,NC,-1.0,H,-1,1,21,1,0.13333333333333333
1220,PC,N,1.0,A,1.0,2,NC,-1.0,D,-1,6,21,1,0.4642857142857143
1221,PA,N,2.0,P,1.0,1,NC,-1.0,P,3,0,18,0,0.0
1222,PA,N,0.0,A,1.0,2,NC,-1.0,D,2,8,18,0,0.4
1223,PA,S,0.0,A,1.0,2,NC,-1.0,H,-1,5,21,1,0.26666666666666666
1224,PA,S,2.0,P,1.0,2,NC,-1.0,P,-1,2,21,1,0.26666666666666666
1225,PA,S,1.0,A,1.0,1,NC,-1.0,P,1,6,19,2,0.36666666666666664
1226,PC,S,1.0,P,1.0,1,NC,2.0,H,1,2,18,0,0.2857142857142857
1227,PD,N,0.0,P,1.0,2,NC,2.0,P,-1,1,19,2,0.275
1228,PE,S,2.0,A,1.0,2,NC,1.0,D,3,4,19,1,0.4666666666666667
1229,PC,S,2.0,A,1.0,1,NC,-1.0,P,-1,5,20,2,0.39285714285714285
1230,PC,S,2.0,A,1.0,1,NC,1.0,H,-1,4,19,1,0.35714285714285715
1231,PA,N,1.0,A,1.0,2,NC,-1.0,P,-1,3,19,2,0.26666666666666666
1232,PE,S,1.0,A,1.0,1,NC,-1.0,P,-1,2,21,1,0.4
1233,PA,S,1.0,A,1.0,1,NC,-1.0,D,-1,1,19,1,0.13333333333333333
1234,PA,S,1.0,A,1.0,1,NC,-1.0,H,-1,7,20,2,0.4
1235,PA,S,0.0,A,1.0,2,NC,-1.0,H,-1,4,19,1,0.26666666666666666
1236,PA,S,0.0,A,1.0,2,N,1.0,H,2,3,19,1,0.2
1237,PA,N,2.0,A,1.0,2,NC,-1.0,P,-1,4,20,2,0.36666666666666664
1238,PA,N,1.0,P,2.0,2,NC,-1.0,D,-1,1,20,1,0.2
1239,PE,S,1.0,A,1.0,2,NC,-1.0,P,-1,3,19,2,0.4
1240,PA,S,2.0,P,1.0,1,NC,1.0,H,1,1,18,0,0.2
1241,PA,N,1.0,A,1.0,1,NC,-1.0,D,-1,4,20,1,0.23333333333333334
1242,PE,S,0.0,P,1.0,2,NC,-1.0,P,-1,0,19,2,0.13333333333333333
1243,PD,S,2.0,A,1.0,2,NC,-1.0,D,-1,4,18,0,0.15
1244,PA,N,2.0,A,1.0,2,NC,-1.0,P,-1,3,21,1,0.2
1245,PA,S,1.0,P,1.0,2,NC,-1.0,D,-1,0,20,2,0.13333333333333333
1246,PA,N,1.0,P,1.0,2,NC,-1.0,D,3,0,20,1,0.03333333333333333
1247,PA,S,2.0,A,1.0,1,NC,-1.0,P,-1,7,18,0,0.43333333333333335
1248,PA,S,1.0,P,1.0,2,NC,-1.0,D,-1,2,21,2,0.3
1249,PC,N,2.0,P,1.0,1,NC,-1.0,P,-1,1,20,1,0.2857142857142857
1250,PB,N,1.0,P,1.0,2,NC,-1.0,H,-1,0,20,2,0.08
1251,PA,S,1.0,P,1.0,1,NC,-1.0,H,-1,0,18,0,0.06666666666666667
1252,PA,N,1.0,A,1.0,2,NC,-1.0,H,-1,8,20,1,0.4666666666666667
1253,PA,S,1.0,A,1.0,1,NC,-1.0,D,3,5,21,2,0.26666666666666666
1254,PA,N,0.0,P,1.0,1,NC,1.0,P,-1,1,21,2,0.16666666666666666
1255,PA,N,0.0,A,1.0,1,NC,-1.0,D,-1,2,18,0,0.16666666666666666
1256,PC,N,0.0,A,1.0,1,NC,-1.0,D,-1,6,20,1,0.39285714285714285
1257,PC,N,0.0,P,1.0,1,NC,-1.0,D,-1,0,21,1,0.07142857142857142
